,ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_name,_type,administrative,aerodrome,allotments,archaeological_site,arts_centre,artwork,attraction,bakery,bar,bay,beach,building,bus_stop,cafe,canal,car_rental,chalet,city,city_district,clothes,commercial,community_centre,continent,convenience,country,country_code,county,county_code,cycleway,department_store,doctors,dry_cleaning,farm,farmyard,fast_food,ferry_terminal,florist,footway,fuel,garden,grave_yard,guest_house,hamlet,hardware,hostel,hotel,house,house_number,industrial,information,island,islet,lat,lng,local_administrative_area,locality,marina,memorial,mountain_pass,neighbourhood,path,peak,pedestrian,picnic_site,place_of_worship,political_union,postcode,pub,raceway,railway,recreation_ground,region,residential,restaurant,retail,river,road,road_type,sports_centre,stadium,state,state_code,state_district,station,stream,suburb,subway_entrance,supermarket,taxi,town,toys,travel_agency,university,unknown,viewpoint,village,water
1174,US,USA,Panama,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Kern County,,,,,,,,,,,,,,,,Panama,,,,,,,,,,35.266906,-119.0567707,,,,,,,,,,,,,93313,,,,,,,,,,,,,,California,CA,,,,,,,,,,,,,,,
1175,PA,PAN,Panama,state,,,,,,,,,,,,,,,,,,,,,,,South America,,Panama,pa,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7034679,-79.0694246,,,,,,,,,,,,,,,,,,,,,,,,,,,Panamá,,,,,,,,,,,,,,,,
1176,US,USA,Panama,city,,,,,,,,,,,,,,,,,,Panama,,,,,North America,,USA,us,Montgomery County,,,,,,,,,,,,,,,,,,,,,,,,,,39.0294908,-89.5242529,,,,,,,,,,,,,62077,,,,,,,,,,,,,,Illinois,IL,,,,,,,,,,,,,,,
1177,LK,LKA,Panama,city,,,,,,,,,,,,,,,,,,,,,,,Asia,,Sri Lanka,lk,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7566659,81.8045802,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Province,,Ampara District,,,,,,,Panama,,,,,,,
1178,US,USA,Panama,city,,,,,,,,,,,,,,,,,,Panama,,,,,North America,,USA,us,Chautauqua County,,,,,,,,,,,,,,,,,,,,,,,,,,42.075056,-79.483105,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,NY,,,,,,,,,,,,,,,
1179,US,USA,Panama,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Steuben County,,,,,,,,,,,,,,,,Panama,,,,,,,,,,41.7064392,-85.1074684,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,IN,,,,,,,,,,,,,,,
1180,US,USA,Panama,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Vernon County,,,,,,,,,,,,,,,,Panama,,,,,,,,,,38.0469765,-94.3549502,,,,,,,,,,,,,64779,,,,,,,,,,,,,,Missouri,MO,,,,,,,,,,,,,,,
1181,US,USA,Dakota,county,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Dakota County,,,,,,,,,,,,,,,,,,,,,,,,,,44.666655,-93.044911,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,MN,,,,,,,,,,,,,,,
1182,US,USA,Dakota,county,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Dakota County,,,,,,,,,,,,,,,,,,,,,,,,,,42.4049316,-96.5677015,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebraska,NE,,,,,,,,,,,,,,,
1183,US,USA,Dakota,attraction,,,,,,,The Dakota,,,,,,,,,,,New York,,,,,North America,,USA,us,New York County,,,,,,,,,,,,,,,,,,,,,1,,,,,40.7767749,-73.975911,,,,,,,,,,,,,10023,,,,,,,,,,West 72nd Street,,,,New York,NY,,,,Manhattan,,,,,,,,,,,
1184,AW,ABW,Dakota,city,,,,,,,,,,,,,,,,,,,,,,,North America,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5143164,-70.0212771,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,Dakota,,,,,,,
1185,US,USA,Dakota,city,,,,,,,,,,,,,,,,,,Dakota,,,,,North America,,USA,us,Winona County,,,,,,,,,,,,,,,,,,,,,,,,,,43.9138856,-91.3598478,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,MN,,,,,,,,,,,,,,,
1186,CZ,CZE,Dakota,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Czechia,cz,okres Praha-západ,,,,,,,,,,,,,,,,Dakota,,,,,,,,,,49.8616344,14.4651531,,,,,,,,,,,,European Union,25401,,,,,,,,,,,,,,Central Bohemia,,,,,,,,,,,,,,,,
1187,US,USA,Dakota,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Turner County,,,,,,,,,,,,,,,,Dakota,,,,,,,,,,31.776012,-83.6932251,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,GA,,,,,,,,,,,,,,,
1188,US,USA,Dakota,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Marion County,,,,,,,,,,,,,,,,Dakota,,,,,,,,,,39.5136951,-80.1353546,,,,,,,,,,,,,26588,,,,,,,,,,,,,,West Virginia,WV,,,,,,,,,,,,,,,
1189,US,USA,Dakota,city,,,,,,,,,,,,,,,,,,Dakota,,,,,North America,,USA,us,Stephenson County,,,,,,,,,,,,,,,,,,,,,,,,,,42.3886272,-89.526227,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,IL,,,,,,,,,,,,,,,
1190,US,USA,Dakota,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Waushara County,,,,,,,,,,,,,,,,Dakota,,,,,,,,,,43.9902492,-89.3564182,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,WI,,,,,,,,,,,,,,,
1191,RS,SRB,Serbien,country,,,,,,,,,,,,,,,,,,,,,,,Europe,,Serbia,rs,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1534121,20.55144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,RU,RUS,Serbien,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Russia,ru,Slavyansky District,,,,,,,,,,,,,,,,Serbin,,,,,,,,,,45.1770762,38.1966717,,,,,,,,,,,,,,,,,,,,,,,,,,,Krasnodar Krai,,,,,,,,,,,,,,,,
1193,ID,IDN,Serbien,village,,,,,,,,,,,,,,,,,,,,,,,Asia,,Indonesia,id,,,,,,,,,,,,,,,,,Serbin,,,,,,,,,,-1.0022271,134.8409566,,,,,,,,,,,,,,,,,,,,,,,,,,,Papua,,Biak Numfor,,,,,,,,,,,,,,
1194,US,USA,Serbien,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Lee County,,,,,,,,,,,,,,,,Serbin,,,,,,,,,,30.1277176,-96.9988725,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,TX,,,,,,,,,,,,,,,
1195,UA,UKR,Serbien,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Ukraine,ua,Velykyi Bereznyi Raion,,,,,,,,,,,,,,,,,,,,,,,,,,49.0078634,22.8173541,,,,,,Щербин,,,,,,,89030,,,,,,,,,,,,,,Zakarpattia Oblast,,,,,,,,,,,,,,,Volosianka,
1196,RS,SRB,Serbien,road,,,,,,,,,,,,,,,,,,,Gornje Komarice,,,,Europe,,Serbia,rs,Jagodina City,,,,,,,,,,,,,,,,,,,,,,,,,,44.0243228,21.0765743,,,,,,,,,,,,,,,,,,,,,,,Бешњаја,,,,Central Serbia,,,,,,,,,,,,,Serbia,,Старо Село,
1197,BE,BEL,Flandern,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Belgium,be,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0962462,4.1798513,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Flanders,,,,,,,,,,,,,,,,
1198,CO,COL,Judea,village,,,,,,,,,,,,,,,,,,,,,,,South America,,Colombia,co,Villeta,,,,,,,,,,,,,,,,La Judea,,,,,,,,,,4.9599384,-74.4773698,,,,,,,,,,,,,,,,,,,,,,,,,,,Cundinamarca,CUN,,,,,,,,,,,,,,,
1199,CL,CHL,Judea,village,,,,,,,,,,,,,,,,,,,,,,,South America,,Chile,cl,Provincia de Cachapoal,,,,,,,,,,,,,,,,La Judea,,,,,,,,,,-34.3613283,-71.1124635,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Higgins Region,,,,,,,,,,,,,,,,
1200,NZ,NZL,Judea,neighbourhood,,,,,,,,,,,,,,,,,,Tauranga,,,,,Oceania,,New Zealand,nz,Tauranga City,,,,,,,,,,,,,,,,,,,,,,,,,,-37.6956662,176.1487548,,,,,,,,,,,,,3110,,,,,,,,,,,,,,Bay of Plenty,BOP,,,,Judea,,,,,,,,,,,
1201,CO,COL,Judea,village,,,,,,,,,,,,,,,,,,,,,,,South America,,Colombia,co,Tesalia,,,,,,,,,,,,,,,,,,,,,,,,,,2.5217683,-75.7331162,,La Judea,,,,,,,,,,,,,,,,,,,,,,,,,Huila,HUI,,,,,,,,Tesalia,,,,,,,
1202,PR,PRI,Judea,neighbourhood,,,,,,,,,,,,,,,,,,,Barrio Pueblo,,,,North America,,USA,us,Utuado,,,,,,,,,,,,,,,,,,,,,,,,,,18.2630417,-66.7082685,,,,,,Judea,,,,,,,00761,,,,,,,,,,,,,,Puerto Rico,PR,,,,,,,,Utuado,,,,,,,
1203,CL,CHL,Judea,road,,,,,,,,,,,,,,,,,,Antofagasta,,,,,South America,,Chile,cl,Provincia de Antofagasta,,,,,,,,,,,,,,,,,,,,,,,,,,-23.6306315,-70.3758428,,,,,,,,,,,,,1240000,,,,,,,,,,Judea,residential,,,Antofagasta Region,,,,,,,,,,,,,,,,
1204,CL,CHL,Judea,road,,,,,,,,,,,,,,,,,,Angol,,,,,South America,,Chile,cl,Provincia de Malleco,,,,,,,,,,,,,,,,,,,,,,,,,,-37.8158933,-72.6853407,,,,,,Las Naciones,,,,,,,4650000,,,,,,,,,,Judea,residential,,,Araucanía Region,,,,,Huequén,,,,,,,,,,,
1205,PH,PHL,Judea,road,,,,,,,,,,,,,,,,,,Parañaque,,,,,Asia,,Philippines,ph,Parañaque,,,,,,,,,,,,,,,,,,,,,,,,,,14.4895259,121.0058637,,,,,,Multinational Village,,,,,,,1708,,,,,Metro Manila,,,,,Judea,residential,,,,,,,,Moonwalk,,,,,,,,,,,
1206,CL,CHL,Judea,road,,,,,,,,,,,,,,,,,,,,,,,South America,,Chile,cl,Provincia de Cachapoal,,,,,,,,,,,,,,,,,,,,,,,,,,-34.0725725,-70.7361034,,,,,,Cuarta Hijuela,,,,,,,,,,,,,,,,,Judea,residential,,,O'Higgins Region,,,,,Graneros Sur,,,,Graneros,,,,,,,
1207,CL,CHL,Judea,road,,,,,,,,,,,,,,,,,,Maipú,,,,,South America,,Chile,cl,Provincia de Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,-33.5400039,-70.7705666,,,,,,Villa San Juan,,,,,,,9252307,,,,,,,,,,Judea,residential,,,Santiago Metropolitan Region,,,,,Ciudad Satélite,,,,,,,,,,,
1208,TR,TUR,Tyrkia,country,,,,,,,,,,,,,,,,,,,,,,,Asia,,Turkey,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9597594,34.9249653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,HU,HUN,Ungarn,country,,,,,,,,,,,,,,,,,,,,,,,Europe,,Hungary,hu,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1817585,19.5060937,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,AT,AUT,Ungarn,memorial,,,,,,,,,,,,,,,,,,,,,,,Europe,,Austria,at,Perg,,,,,,,,,,,,,,,,,,,,,,,,,,48.257986,14.4992625,,,,Ungarn,,,,,,,,European Union,4310,,,,,,,,,,Erinnerungsstraße,,,,Upper Austria,,,,,,,,,,,,,,,Mauthausen,
1211,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3514288,6.6603658,,,,,,,,,,,,European Union,7607ME,,,,,,,,,,Gaarden,living_street,,,Overijssel,OV,,,,Almelo,,,,Almelo,,,,,,,
1212,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3509865,6.6614872,,,,,,,,,,,,European Union,7607MK,,,,,,,,,,Gaarden,living_street,,,Overijssel,OV,,,,Almelo,,,,Almelo,,,,,,,
1213,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3514437,6.6605694,,,,,,,,,,,,European Union,7607MC,,,,,,,,,,Gaarden,living_street,,,Overijssel,OV,,,,Almelo,,,,Almelo,,,,,,,
1214,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,Berkelland,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0669787,6.5697992,,,,,,,,,,,,European Union,7156JW,,,,,,,,,,Gaarden,residential,,,Gelderland,GE,,,,Beltrum,,,,,,,,,,,
1215,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,Berkelland,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0672188,6.5695612,,,,,,,,,,,,European Union,7156JV,,,,,,,,,,Gaarden,residential,,,Gelderland,GE,,,,Beltrum,,,,,,,,,,,
1216,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,Berkelland,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0655658,6.56807,,,,,,,,,,,,European Union,7156MR,,,,,,,,,,Gaarden,residential,,,Gelderland,GE,,,,Beltrum,,,,,,,,,,,
1217,NL,NLD,Gaarden,road,,,,,,,,,,,,,,,,,,Berkelland,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0656964,6.5688048,,,,,,,,,,,,European Union,7156JX,,,,,,,,,,Gaarden,residential,,,Gelderland,GE,,,,Beltrum,,,,,,,,,,,
1218,NO,NOR,Gaarden,bus_stop,,,,,,,,,,,,,Gaarden,,,,,,,,,,Europe,,Norway,no,Møre og Romsdal,,,,,,,,,,,,,,,,Sveggvika,,,,,,,,,,63.06567,7.593293,,,,,,,,,,,,,6530,,,,,,,,,,Ekkilsøyveien,bus_stop,,,,,,,,,,,,,,,,,,,
1219,DE,DEU,Gaarden,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,Europe,,Germany,de,,,,,,,,,,,,,,,,,,,,,,,,,,,54.31182,10.14467,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Schleswig-Holstein,SH,,,,Gaarden,,,,,,,,,,,
1220,PK,PAK,Garmo,river,,,,,,,,,,,,,,,,,,,,,,,Asia,,Pakistan,pk,Dera Bugti District,,,,,,,,,,,,,,,,,,,,,,,,,,28.8118262,69.2741615,,,,,,,,,,,,,,,,,,,,,,Garmo,,,,,Balochistan,BA,,,,,,,,,,,,,,,
1221,NO,NOR,Garmo,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,Garmo,,,,,,,,,,61.8462711,8.816552,,,,,,,,,,,,,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,ES,ESP,Garmo,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Spain,es,Biscay,,,,,,,,,,,,,,,,,,,,,,,,,,43.2620417,-3.2382893,,El Garmo,,,,,,,,,,European Union,39880,,,,,,,,,,,,,,Basque Country,,,,,,,,,,,,,,,Artzentales,
1223,NO,NOR,Garmo,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,Gardmo,,,,,,,,,,Hauggrend,,,,,,,,,,59.3107889,8.1314611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,TJ,TJK,Garmo,mountain_pass,,,,,,,,,,,,,,,,,,,,,,,Asia,,Tajikistan,tj,Vanj District,,,,,,,,,,,,,,,,,,,,,,,,,,38.820175,72.0959389,,,,,Гармо,,,,,,,,,,,,,,,,,,,,,,Gorno-Badakhshan Autonomous Region,,,,,,,,,,,,,,,,
1225,NO,NOR,Garmo,bus_stop,,,,,,,,,,,,,Garmo,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,Garmo,,,,,,,,,,61.848717,8.804067,,,,,,,,,,,,,2685,,,,,,,,,,Ottadalsvegen,bus_stop,,,,,,,,,,,,,,,,,,,
1226,NO,NOR,Garmo,bus_stop,,,,,,,,,,,,,Garmo,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,Nedre Heidal,,,,,,,,,,61.757996,9.284393,,,,,,,,,,,,,2677,,,,,,,,,,257,bus_stop,,,,,,,,,,,,,,,,,,,
1227,DE,DEU,Garmo,toys,,,,,,,,,,,,,,,,,,Kreis Steinfurt,,,,,Europe,,Germany,de,Kreis Steinfurt,,,,,,,,,,,,,,,,,,,,,19,,,,,52.2265991,7.3763779,,,,,,,,,,,,European Union,48485,,,,,,,,,,Eschenstraße,,,,North Rhine-Westphalia,,Regierungsbezirk Münster,,,Sankt Arnold,,,,Neuenkirchen,Garmö,,,,,,
1228,CN,CHN,Garmo,city,,,,,,,,,,,,,,,,,,,,,,,Asia,,China,cn,,,,,,,,,,,,,,,,,,,,,,,,,,,31.26054,94.9163,,,,,,,,,,,,,,,,,,,,,,,,,,,Tibet,,,,,,,,,Garmo,,,,,,,
1229,IT,ITA,Lom,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Italy,it,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6209,9.768893,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Lombardy,,,,,,,,,,,,,,,,
1230,BG,BGR,Lom,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Bulgaria,bg,Lom,,,,,,,,,,,,,,,,,,,,,,,,,,43.7817685,23.1932391,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,
1231,NO,NOR,Lom,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,61.7182168,8.4346935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,CM,CMR,Lom,river,,,,,,,,,,,,,,,,,,,,,,,Africa,,Cameroon,cm,Lom-et-Djérem,,,,,,,,,,,,,,,,,,,,,,,,,,5.8436793,14.1475769,,,,,,,,,,,,,,,,,,,,,,Lom,,,,,East,ES,,,,,,,,,,,,,,,
1233,CZ,CZE,Lom,city,,,,,,,,,,,,,,,,,,Lom,,,,,Europe,,Czechia,cz,okres Strakonice,,,,,,,,,,,,,,,,,,,,,,,,,,49.410445,13.9889872,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Southwest,,,,,,,,,,,,,,,,
1234,CZ,CZE,Lom,city,,,,,,,,,,,,,,,,,,Lom,,,,,Europe,,Czechia,cz,okres Tábor,,,,,,,,,,,,,,,,,,,,,,,,,,49.3628533,14.6283066,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Southwest,,,,,,,,,,,,,,,,
1235,BG,BGR,Lom,river,,,,,,,,,,,,,,,,,,,,,,,Europe,,Bulgaria,bg,Ruzhintsi,,,,,,,,,,,,,,,,,,,,,,,,,,43.6984166,23.0473934,,,,,,,,,,,,European Union,,,,,,,,,,Lom,,,,,Vidin,,,,,,,,,,,,,,,,
1236,IT,ITA,Lom,peak,,,,,,,,,,,,,,,,,,,,,,,Europe,,Italy,it,Comun General de Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,46.3769866,11.7167976,,,,,,,,Lom,,,,European Union,38035,,,,,,,,,,,,,,Trentino-Alto Adige/Südtirol,,,,,,,,,,,,,,,Moena,
1237,SI,SVN,Lom,peak,,,,,,,,,,,,,,,,,,Medvode,,,,,Europe,,Slovenia,si,Upravna Enota Ljubljana,,,,,,,,,,,,,,,,,,,,,,,,,,46.1179453,14.3352405,,,,,,,,Lom,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,SI,SVN,Lom,peak,,,,,,,,,,,,,,,,,,Železniki,,,,,Europe,,Slovenia,si,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1781411,14.0016239,,,,,,,,Lom,,,,European Union,5243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,NO,NOR,Narvik,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,68.2879284,17.6577422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,NO,NOR,Narvik,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,68.4396792,17.426652,,,,,,,,,,,,,8501,,,,,,,,,,,,,,,,,,,,,,,Narvik,,,,,,,
1241,NO,NOR,Narvik,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,68.2456415,16.8723225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,NO,NOR,Narvik,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,Narvik,,,,,,,,,,Øya,,,,,,,,,,58.7456184,9.1441449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,PL,POL,Narvik,road,,,,,,,,,,,,,,,,,,Krakow,Swoszowice,,,,Europe,,Poland,pl,Krakow,,,,,,,,,,,,,,,,,,,,,,,,,,50.0025892,19.9192417,,,,,,Jugowice,,,,,,European Union,30-436,,,,,,,,,,Narvik,residential,,,Lesser Poland Voivodeship,,,,,,,,,,,,,,,,
1244,PL,POL,Narvik,road,,,,,,,,,,,,,,,,,,Krakow,Swoszowice,,,,Europe,,Poland,pl,Krakow,,,,,,,,,,,,,,,,,,,,,,,,,,50.0013623,19.9107855,,,,,,Kliny Zacisze,,,,,,European Union,30-437,,,,,,,,,,Narvik,residential,,,Lesser Poland Voivodeship,,,,,,,,,,,,,,,,
1245,CL,CHL,Narvik,road,,,,,,,,,,,,,,,,,,Las Condes,,,,,South America,,Chile,cl,Provincia de Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,-33.4054227,-70.5661215,,,,,,Nueva Las Condes,,,,,,,7550000,,,,,,,,,,Narvik,residential,,,Santiago Metropolitan Region,,,,,Las Condes,,,,,,,,,,,
1246,AR,ARG,Narvik,road,,,,,,,,,,,,,,,,,,,,,,,South America,,Argentina,ar,Municipio de Villa Giardino,,,,,,,,,,,,,,,,,,,,,,,,,,-31.053917,-64.4891778,,,,,,La Higueríta,,,,,,,X5166,,,,,,,,,,Narvik,residential,,,Córdoba,X,Departamento Punilla,,,Alto San Pedro,,,,,,,,,,Villa Giardino,
1247,SE,SWE,Narvik,road,,,,,,,,,,,,,,,,,,Stockholm,Östermalms stadsdelsområde,,,,Europe,,Sweden,se,Stockholm,,,,,,,,,,,,,,,,,,,,,,,,,,59.3482963,18.1095109,,,,,,Gärdeshöjden,,,,,,European Union,115 41,,,,,,,,,,Hamburgsvägen,,,,Stockholm County,,Sveriges Landskap,,,Ladugårdsgärdet,,,,,,,,Narvik,,,
1248,NO,NOR,Harstad,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,,,,,,,,,,,68.9297383,16.5209135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,NO,NOR,Harstad,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,,,,,,,,,,,68.8012505,16.5201176,,,,,,,,,,,,,9406,,,,,,,,,,,,,,,,,,,,,,,Harstad,,,,,,,
1250,NO,NOR,Harstad,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,Harstad,,,,,,,,,,,,,,,,,,,,59.822503,9.861414,,,,,,,,,,,,,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burud,
1251,NO,NOR,Harstad,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,Harstad,,,,,,,,,,,,,,,,,,,,59.9293671,11.9914731,,,,,,,,,,,,,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vestmarka,
1252,NO,NOR,Harstad,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,Harstad,,,,,,,,,,,,,,,,,,,,60.1877073,11.8907048,,,,,,,,,,,,,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,NO,NOR,Harstad,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,Harlum,,,,,,,,,,59.3864667,11.4218,,Harstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,NO,NOR,Harstad,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,Harstad,,,,,,,,,,Kvestad,,,,,,,,,,59.1955362,7.5294128,,,,,,,,,,,,,4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,NO,NOR,Harstad,neighbourhood,,,,,,,,,,,,,,,,,,Trondheim,Heimdal,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.3519678,10.3854559,,,,,,Hårstad,,,,,,,7092,,,,,,,,,,,,,,,,,,,Tiller,,,,,,,,,,,
1256,NO,NOR,Harstad,bus_stop,,,,,,,,,,,,,Harstad,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,60.92597,10.056478,,,,,,,,,,,,,,,,,,,,,,,Vest-Torpvegen,bus_stop,,,,,,,,,,,,,,,,,,,
1257,NO,NOR,Harstad,information,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,,,,,,,,Harstad,,,68.7395215,16.5595545,,,,,,,,,,,,,9415,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,Breivika,
1258,NO,NOR,Sørlandet,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,66.870553,13.858892,,Sørlandet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,NO,NOR,Sørlandet,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Vest-Agder,,,,,,,,,,,,,,,,
1260,SE,SWE,Skandinavien,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Nyköping,,,,,,,,,,,,,,,,,,,,,,Heda Skandinavien AB,,,,58.7715028,17.0313115,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Södermanland County,,Sveriges Landskap,,,Ekensberg,,,,Nyköping,,,,,,,
